Player,Team,League,Version,OVR,POS,BIN,PAC,SHO,PAS,DRI,DEF,PHY,S/M,W/F,W/Rs,Foot,Stats
Martin Remacle,FC Botoșani,ROM 1,bronze-nr,60,CM,200,65,55,58,66,54,62,3,4,M/M,Right,"1,650"

Pablo Oro,Huracán,ARG 1,sudamericana,60,ST,200,66,62,49,64,23,48,2,3,M/M,Right,"1,419"

Nathan Sheron,Harrogate Town,ENG 4,bronze-nr,60,CDM,200,63,38,50,55,59,70,2,3,M/H,Right,"1,475"

Lee Jung Moon,Jeju United FC,KOR 1,bronze,60,CB,200,48,32,40,34,59,77,2,3,M/M,Right,"1,250"

Orlando Gallardo,River Plate Asunción,ARG 1,sudamericana,60,RB,200,66,27,45,54,59,59,2,2,M/H,Right,"1,372"

Daiki Nakashio,Yokohama FC,JPN 1,bronze-nr,60,CB,200,65,31,50,58,61,58,2,3,L/H,Left,"1,439"

Lasse Nordas,FK Bodø/Glimt,NOR 1,bronze,60,ST,200,68,58,43,59,25,67,2,3,M/M,Left,"1,418"

Choi Bong Jin,Suwon FC,KOR 1,bronze-nr,60,GK,200,58,60,65,59,47,64,1,3,M/M,Right,860

Milan Obradovic,Wisła Płock,POL 1,bronze-nr,60,CB,200,62,31,47,47,58,68,2,2,M/H,Left,"1,391"

Daniel Strindholm,Málaga CF,ESP 2,bronze-nr,60,GK,200,60,58,59,61,23,60,1,3,M/M,Right,682

Cheng Yuan,Shandong Luneng Taishan,CHN 1,bronze-nr,60,ST,300,69,60,51,59,43,70,2,3,M/M,Right,"1,615"

Salis Abdul Samed,Clermont Foot,FRA 1,bronze-nr,60,CDM,1K,56,46,52,59,58,58,2,2,M/H,Right,"1,477"

Lenny Lacroix,FC Metz,FRA 1,bronze-nr,60,CB,1.1K,55,31,42,38,62,58,2,2,M/M,Right,"1,301"

Lewis Thomas,Forest Green Rovers,ENG 4,bronze-nr,60,GK,200,60,59,58,63,57,59,1,3,M/M,Right,781

Bipin Singh,Mumbai City FC,IND 1,bronze-nr,60,LM,200,82,50,52,58,25,54,3,3,M/L,Left,"1,448"

Song Long,Shandong Luneng Taishan,CHN 1,bronze-nr,60,LB,300,65,37,54,58,56,68,2,3,M/M,Right,"1,515"

Francisco Duarte,Club Atletico Rentistas,CON1,libertadores,60,CDM,200,61,40,53,54,54,57,2,3,M/M,Right,"1,447"

Bilal Nadir,Olympique de Marseille,FRA 1,bronze-nr,60,CM,1.1K,68,45,60,56,57,63,2,4,M/M,Left,"1,612"

Roberto Meraz,Mazatlán FC,MEX 1,bronze-nr,60,CM,600,66,46,57,57,62,65,2,2,M/M,Right,"1,576"

Abdullah Al Saleh,Al Ettifaq,SAU 1,bronze-nr,60,GK,450,61,57,61,59,48,60,1,2,M/M,Right,795

Matias Cordoba,Talleres de Córdoba,ARG 1,sudamericana,60,ST,200,66,58,57,61,29,63,3,3,H/M,Right,"1,528"

Facundo Kruspzky,Arsenal de Sarandí,ARG 1,sudamericana,60,CAM,200,65,47,61,64,41,48,2,3,M/M,Right,"1,496"

August Mikkelsen,Tromso IL,NOR 1,bronze,60,CAM,200,77,45,54,68,28,44,3,2,H/M,Right,"1,405"

Pawel Sokol,Górnik Zabrze,POL 1,bronze-nr,60,GK,200,61,64,58,62,25,61,1,3,M/M,Right,587

Abdelkabir Abqar,Deportivo Alavés,ESP 1,bronze-nr,60,CB,1.3K,46,30,42,45,61,64,2,3,L/M,Right,"1,295"

Kojiro Nakano,Hokkaido Consadole Sapporo,JPN 1,bronze,60,GK,2K,59,61,56,61,20,57,1,2,M/M,Left,619

Erik Brenden,Sandefjord Fotball,NOR 1,bronze-nr,60,LM,1.3K,77,51,54,63,42,62,3,4,H/M,Right,"1,545"

Fang Jingqi,Tianjin TEDA F.C.,CHN 1,bronze-nr,60,GK,10K,60,60,54,60,38,62,1,3,M/M,Right,756

Dustin Willms,FSV Zwickau,GER 3,bronze,60,ST,200,86,56,53,63,40,62,3,3,M/M,Left,"1,563"

Edgar Olivares,Jorge Wilstermann,ARG 1,sudamericana,60,LB,200,70,47,54,59,57,55,2,3,M/M,Left,"1,544"

Jonathan Dinzeyi,Carlisle United,ENG 4,bronze-nr,60,CB,200,60,33,38,48,64,58,2,3,M/M,Right,"1,330"

Oliver Antman,FC Nordsjælland,DEN 1,bronze-nr,60,CAM,200,65,56,57,63,37,48,3,3,H/M,Right,"1,518"

Jiang Jihong,Guangzhou R&F,CHN 1,bronze,60,CB,300,58,29,43,39,57,76,2,2,M/M,Right,"1,345"

Christian Pastina,Benevento,ITA 1,bronze-nr,60,CB,200,63,31,50,53,60,60,2,2,M/M,Left,"1,406"

Luca Philipp,TSG 1899 Hoffenheim,GER 1,bronze-nr,60,GK,700,60,58,56,63,26,59,1,2,M/M,Right,535

Joe Murphy,Tranmere Rovers,ENG 4,bronze-nr,60,GK,200,59,60,59,60,36,60,1,3,M/M,Left,773

Maurice Covic,Hertha BSC,GER 1,bronze,60,RM,1.1K,70,44,55,69,35,33,3,4,M/L,Right,"1,378"

Adam Randell,Plymouth Argyle,ENG 4,bronze-nr,60,CM,200,72,52,59,62,52,63,2,3,M/M,Right,"1,650"

Benrandy Abdallah,ESTAC Troyes,FRA 1,bronze-nr,60,RB,1.2K,76,32,54,60,54,55,2,2,M/M,Right,"1,457"

Steve Shamal,SM Caen,FRA 2,bronze-nr,60,LM,200,70,55,49,65,20,49,3,3,H/L,Right,"1,401"

David Miculescu,UTA Arad,ROM 1,bronze,60,RM,200,70,59,52,61,34,68,3,3,M/M,Left,"1,489"

Lewis Fiorini,Lincoln City,ENG 4,bronze-nr,60,CAM,200,60,54,60,61,41,46,2,3,M/M,Right,"1,495"

Emrehan Gedikli,Bayer 04 Leverkusen,GER 1,bronze-nr,60,ST,1K,61,60,47,56,24,54,2,3,M/M,Right,"1,366"

Mohammed Al Majhad,Al Ahli,SAU 1,bronze-nr,60,CM,1K,67,52,56,63,51,66,2,3,H/M,Right,"1,590"

Cesar Gelabert,CD Mirandés,ESP 2,bronze-nr,60,CAM,200,66,57,52,64,34,56,3,4,H/L,Right,"1,429"

Jeriel De Santis,Boavista,POR 1,bronze-nr,60,ST,200,65,60,42,58,33,64,2,3,M/L,Right,"1,417"

Kolbeinn Birgir Finnsson,Borussia Dortmund II,GER 3,bronze-nr,60,CB,200,69,53,55,58,57,67,2,3,M/M,Right,"1,605"

Karlo Sentic,Hajduk Split,CRO 1,bronze-nr,60,GK,1.4K,59,64,55,55,21,56,1,2,M/M,Right,705

Mark Pabai,PEC Zwolle,NED 1,bronze-nr,60,RB,600,72,33,44,55,56,66,2,3,M/M,Right,"1,378"

Elliot Osborne,Stevenage,ENG 4,bronze-nr,60,RM,200,71,53,59,58,54,65,2,3,M/M,Right,"1,634"

Jabor Issa,Al Raed,SAU 1,bronze-nr,60,CDM,450,41,42,52,51,59,64,2,3,L/M,Right,"1,413"

Soren Tengstedt,,DEN 1,bronze-nr,60,RW,1.5K,76,57,51,63,21,59,2,4,M/L,Left,"1,446"

Ugo Bertelli,Olympique de Marseille,FRA 1,bronze-nr,60,CM,1K,59,50,60,60,53,56,2,3,M/M,Right,"1,561"

Damir Ceter,Cagliari,ITA 1,bronze,60,ST,2.4K,49,62,35,51,33,67,2,3,M/L,Right,"1,346"

Caleb Watts,Southampton,ENG 1,bronze-nr,60,CM,3.7K,62,52,62,65,46,54,2,3,M/M,Right,"1,556"

Cameron Coxe,Colchester United,ENG 4,bronze-nr,60,RWB,200,75,41,52,58,52,62,2,3,H/M,Right,"1,477"

Ouparine Djoco,Clermont Foot,FRA 1,bronze-nr,60,GK,950,63,60,63,61,27,58,1,2,M/M,Left,623

Benjamin Borasi,Club Atletico Sarmiento,ARG 1,bronze-nr,60,RM,200,72,57,52,63,28,47,2,3,M/M,Right,"1,445"

Lukas Kruger,SV Meppen,GER 3,bronze-nr,60,ST,200,76,55,46,58,26,60,2,3,M/M,Right,"1,418"

Kristian Arnstad,Anderlecht,BEL 1,bronze-nr,60,CM,350,71,45,63,66,42,47,2,3,M/M,Right,"1,554"

Gianni Mollo,1. FC Heidenheim,GER 3,bronze-nr,60,ST,200,61,63,47,57,32,58,2,2,M/M,Right,"1,452"

Sergi Cardona,UD Las Palmas,ESP 2,bronze-nr,60,LB,200,61,35,44,55,61,53,2,3,M/M,Left,"1,429"

Stefan Radulovic,LASK,AUT 1,bronze-nr,60,CDM,200,63,37,59,65,54,56,2,3,M/M,Right,"1,522"

Hou Sen,Beijing Sinobo Guoan,CHN 1,bronze-nr,60,GK,200,58,53,56,62,43,62,1,1,M/M,Right,883

Falcao,FC Viktoria 1889 Berlin,GER 3,bronze-nr,60,ST,200,80,59,50,63,18,58,2,3,M/M,Right,"1,502"

Dean Gerken,Colchester United,ENG 4,bronze-nr,60,GK,200,60,57,56,60,40,61,1,3,M/M,Right,841

Kwame Thomas,Wrexham AFC,ENG 5,bronze-nr,60,ST,200,72,58,48,57,36,68,3,3,M/M,Left,"1,522"

Joshue Quinonez,Barcelona Guayaquil,CON1,libertadores,60,CB,600,60,32,45,45,61,59,2,3,L/H,Right,"1,371"

Zaine Francis-Angol,Hartlepool United,ENG 4,bronze-nr,60,LWB,200,74,38,52,56,55,64,2,2,H/M,Left,"1,501"

Momo Cisse,VfB Stuttgart,GER 1,bronze-nr,60,RM,750,72,51,54,67,29,40,2,3,M/M,Right,"1,403"

Jim Plata,Club Deportivo Guabira,ARG 1,sudamericana,60,RB,200,57,25,47,42,57,53,2,3,H/M,Right,"1,282"

Eoin Toal,Derry City,IRL 1,bronze-nr,60,CB,1.2K,40,31,37,46,59,67,2,2,L/H,Right,"1,240"

Nassim Chadli,ESTAC Troyes,FRA 1,bronze-nr,60,RM,1.3K,67,59,54,68,22,51,3,2,M/L,Left,"1,459"

Chris Merrie,Tranmere Rovers,ENG 4,bronze-nr,60,CDM,200,64,53,56,58,58,62,2,3,M/M,Left,"1,586"

Yanis Cimignani,AC Ajaccio,FRA 2,bronze-nr,60,LM,200,68,52,59,63,51,52,2,3,M/M,Right,"1,539"

Jun Nishikawa,Cerezo Osaka,JPN 1,bronze-nr,60,RM,200,59,55,60,64,32,57,3,4,H/M,Left,"1,504"

Tim Latteier,1. FC Nürnberg,GER 3,bronze-nr,60,CM,200,68,57,58,65,54,59,2,3,M/M,Right,"1,634"

Will Fitzgerald,Derry City,IRL 1,bronze-nr,60,RM,200,81,49,53,59,34,55,3,3,H/M,Left,"1,444"

Anssi Suhonen,Hamburger SV,GER 3,bronze-nr,60,CAM,200,63,51,58,65,36,48,2,3,M/M,Right,"1,437"

Andrey Savin,Lokomotiv Moskva,RUS 1,bronze-nr,60,GK,200,65,60,61,63,25,55,1,2,M/M,Right,556

Mathieu Choiniere,Montreal Impact,USA 1,bronze,60,RWB,500,66,52,58,66,51,39,3,2,M/M,Right,"1,486"

Faris Pemi Moumbagna,SønderjyskE,DEN 1,bronze-nr,60,ST,200,80,56,48,58,25,58,2,3,H/M,Left,"1,422"

Hussain Al Shuwaysh,Al Fayha,SAU 1,bronze,60,CB,700,34,24,45,51,58,76,2,3,M/M,Left,"1,322"

Brahim Traore,SM Caen,FRA 2,bronze-nr,60,CB,200,66,30,39,42,60,68,2,4,M/M,Right,"1,311"

Alexandru Ilie,FC Voluntari,ROM 1,bronze,60,CAM,200,82,53,58,63,32,48,3,3,M/M,Right,"1,552"

Djibril Diani,Grasshopper Club Zurich,CHE 1,bronze,60,CDM,200,64,40,52,57,55,75,2,3,M/H,Left,"1,476"

Ahmed Awad,Östersunds FK,SWE 1,bronze-nr,60,ST,200,66,60,55,64,25,54,3,3,M/M,Left,"1,475"

Tim Schreiber,Hallescher FC,GER 3,bronze-nr,60,GK,200,62,61,59,62,29,58,1,2,M/M,Right,627

Lewis Thompson,Scunthorpe United,ENG 4,bronze-nr,60,LB,200,76,36,46,57,57,57,2,3,H/H,Left,"1,437"

Ramy Najjarine,Western Sydney Wanderers,AUS 1,bronze,60,CAM,200,63,47,58,67,38,50,4,3,H/M,Left,"1,445"

Atsuki Ito,Urawa Reds,JPN 1,bronze,60,CDM,700,60,42,57,56,55,66,2,3,M/M,Right,"1,497"

Liu Jian,Qingdao Huanghai F.C.,CHN 1,bronze-nr,60,CB,250,49,55,56,55,60,66,2,4,M/H,Right,"1,611"

Joe Gallardo,Gallos Blancos de Querétaro,MEX 1,bronze-nr,60,LM,400,69,57,58,60,29,38,3,4,M/M,Right,"1,405"

Ignacio Gariglio,Arsenal de Sarandí,ARG 1,sudamericana,60,CB,200,51,26,39,35,63,61,2,2,H/L,Right,"1,260"

Jin Pengxiang,Beijing Sinobo Guoan,CHN 1,bronze-nr,60,CB,400,63,35,53,57,59,70,2,3,H/M,Right,"1,513"

Kent Havard Eriksen,Mjøndalen IF,NOR 1,bronze-nr,60,ST,200,67,62,40,53,32,64,2,3,M/M,Right,"1,400"

Yuan Mincheng,Shenzhen Kaisa FC,CHN 1,bronze-nr,60,CB,250,52,23,36,31,63,72,2,2,M/M,Right,"1,232"

Nasser Al Omran,Al Shabab,SAU 1,bronze-nr,60,CM,450,66,50,61,64,59,52,2,3,M/M,Right,"1,625"

Ali Al Khaibari,Al Ettifaq,SAU 1,bronze-nr,60,CB,,53,40,38,40,59,69,2,3,M/H,Left,"1,399"

Diego Chavez,Toluca,MEX 1,bronze-nr,60,ST,400,53,60,61,62,48,71,2,3,M/M,Right,"1,639"

Zan Kolmanic,Austin FC,USA 1,bronze-nr,60,LB,600,64,38,54,56,55,64,2,3,H/M,Left,"1,446"

Artur Bogusz,Radomiak Radom,POL 1,bronze-nr,60,LB,200,72,28,45,54,56,59,2,3,H/M,Right,"1,366"

Elliot Embleton,Sunderland,ENG 4,bronze-nr,60,CAM,200,61,54,59,61,52,53,2,5,M/M,Right,"1,588"

Mario Andric,WSG Tirol,AUT 1,bronze-nr,60,LB,200,73,32,51,62,55,64,2,4,H/M,Left,"1,474"

Julio Baez,Club Cerro Porteno,CON1,libertadores,60,CM,400,62,52,56,63,51,51,2,3,M/M,Right,"1,536"

Tom Baack,SC Verl,GER 3,bronze-nr,60,CB,200,59,32,49,49,60,63,2,2,L/M,Right,"1,412"

Nicklas Rojkjaer,,DEN 1,bronze-nr,60,LW,200,70,57,57,61,24,57,2,3,H/M,Right,"1,474"

Leandro Quiroz,Colón,ARG 1,bronze-nr,60,CB,200,51,31,42,48,61,64,2,3,M/M,Left,"1,364"

Cottrell Ezekwem,SC Verl,GER 3,bronze,60,CB,200,54,25,40,41,60,73,2,3,L/H,Right,"1,206"

Scott Flinders,Cheltenham Town,ENG 4,bronze-nr,60,GK,200,59,60,50,62,35,55,1,2,M/M,Right,776

Adrien Perez,D.C. United,USA 1,bronze-nr,60,RW,550,64,57,53,62,26,55,2,2,M/L,Left,"1,399"

Ian Bermingham,St. Patricks Athletic,IRL 1,bronze-nr,60,LB,200,56,50,55,56,57,66,3,2,H/H,Left,"1,577"

Alec Van Hoorenbeeck,KV Mechelen,BEL 1,bronze-nr,60,LB,200,64,29,49,51,57,64,2,2,M/M,Left,"1,385"

Boris Lambert,Eupen,BEL 1,bronze-nr,60,CB,400,67,28,49,53,60,62,2,3,H/M,Right,"1,355"

Kgosi Ntlhe,Barrow,ENG 4,bronze,60,CB,200,75,41,52,60,58,66,2,3,H/M,Left,"1,583"

Edgar Elizalde,Peñarol,ARG 1,sudamericana,60,LB,200,71,26,41,55,58,63,2,2,M/M,Left,"1,362"

Yuto Iwasaki,Sagan Tosu,JPN 1,bronze,60,CF,200,83,51,56,63,32,59,3,2,M/L,Right,"1,527"

Rory Gaffney,Shamrock Rovers,IRL 1,bronze-nr,60,ST,200,54,60,53,54,38,64,2,4,M/M,Right,"1,496"

Jack Armer,Carlisle United,ENG 4,bronze-nr,60,LB,200,69,24,48,55,56,64,2,2,M/H,Left,"1,364"

Facundo Sanguinetti,Banfield,ARG 1,bronze-nr,60,GK,200,60,54,56,63,27,58,1,3,M/M,Right,632

Luke Burgess,Salford City,ENG 4,bronze-nr,60,RM,200,73,53,55,60,41,50,2,3,M/M,Right,"1,470"

Thijs Jansen,Feyenoord,NED 1,bronze-nr,60,GK,450,59,56,58,63,39,58,1,3,M/M,Right,689

Prabir Das,ATK Mohun Bagan FC,IND 1,bronze-nr,60,RM,200,78,44,54,60,52,71,2,3,H/H,Right,"1,623"

Haruhiko Takimoto,Kashiwa Reysol,JPN 1,bronze-nr,60,GK,200,62,57,59,64,19,54,1,3,M/M,Right,563

George McEachran,Chelsea,ENG 1,bronze-nr,60,CM,4K,61,45,63,64,49,44,3,3,M/M,Left,"1,529"

Sergio Villarreal,Monterrey,MEX 1,bronze-nr,60,RB,700,67,39,51,52,57,61,2,2,M/H,Right,"1,460"

Noriki Fuke,Tokushima Vortis,JPN 1,bronze-nr,60,LB,200,69,42,53,61,54,59,2,2,M/H,Left,"1,509"

Julian Marcioni,Club Atletico Platense,ARG 1,bronze-nr,60,RM,200,64,53,53,62,33,53,2,2,H/L,Right,"1,432"

Eren Elmali,Kasımpaşa,TUR 1,bronze-nr,60,LB,600,60,37,43,58,60,53,2,3,M/M,Left,"1,438"

Ousoumane Camara,AJ Auxerre,FRA 2,bronze-nr,60,CM,200,64,49,57,60,48,66,2,2,H/M,Left,"1,560"

Younes Bakiz,Viborg FF,DEN 1,bronze-nr,60,LW,200,73,58,53,61,29,61,3,3,M/M,Left,"1,499"

Maxim Gullit,SC Cambuur,NED 1,bronze,60,LB,500,64,29,47,49,61,66,2,3,M/M,Left,"1,379"

Mickael Nanizayamo,FC Lausanne-Sport,CHE 1,bronze,60,CB,300,58,25,39,38,59,74,2,4,M/M,Left,"1,282"

Adil Khan,SC East Bengal,IND 1,bronze,60,CB,700,60,48,47,55,56,79,2,3,H/M,Right,"1,583"

Sebastian Guerrero,Montevideo City Torque,ARG 1,sudamericana,60,CAM,200,73,64,53,62,30,62,2,3,H/L,Right,"1,545"

Bautista Kociubinski,Estudiantes de La Plata,ARG 1,bronze-nr,60,CDM,200,61,49,58,57,54,62,2,3,M/M,Right,"1,560"

Mateo Montenegro,Central Córdoba,ARG 1,bronze-nr,60,CDM,200,53,43,55,57,59,57,2,3,M/M,Right,"1,484"

Morgan Whittaker,Swansea City,ENG 2,bronze-nr,60,ST,350,70,60,50,63,25,56,3,3,M/M,Left,"1,448"

Anthony Wordsworth,Waterford FC,IRL 1,bronze-nr,60,CM,200,55,57,62,57,47,61,2,4,H/M,Left,"1,582"

Dennis Collander,Örebro SK,SWE 1,bronze-nr,60,RM,200,72,47,54,62,57,67,3,3,M/M,Right,"1,602"

Marvin Senaya,FC Sochaux,FRA 2,bronze-nr,60,RB,200,67,37,40,53,63,57,2,3,L/H,Right,"1,425"

Quentin Merlin,FC Nantes,FRA 1,bronze-nr,60,CAM,950,63,53,58,62,47,53,3,3,M/M,Left,"1,566"

Jamil Siebert,Fortuna Düsseldorf,GER 3,bronze-nr,60,CB,200,66,31,42,44,59,67,2,3,M/M,Right,"1,333"

Kyle Joseph,Cheltenham Town,ENG 4,bronze-nr,60,ST,200,75,59,44,60,19,55,2,3,M/M,Right,"1,401"

Ron Berlinski,SC Verl,GER 3,bronze-nr,60,ST,200,79,60,49,56,31,60,2,3,M/M,Right,"1,515"

Tyrese Francois,Fulham,ENG 2,bronze-nr,60,CM,350,67,44,58,66,51,44,3,4,M/H,Left,"1,511"

Taichi Kato,Gamba Osaka,JPN 1,bronze-nr,60,GK,200,62,57,53,66,41,54,1,3,M/M,Right,683

Waleed Hezam Al Anazi,Damac FC,SAU 1,bronze-nr,60,CM,600,56,52,60,62,55,64,2,3,H/M,Right,"1,619"

Antoine Lejoly,Beerschot,BEL 1,bronze-nr,60,GK,200,61,52,62,67,50,58,1,3,M/M,Right,714

Patricio Damian Perez,Club Atletico Platense,ARG 1,bronze-nr,60,CM,200,62,58,58,59,50,55,3,3,M/M,Left,"1,568"

Naif Hazazi,Al Raed,SAU 1,bronze-nr,60,CDM,500,42,46,53,52,60,70,2,3,L/M,Right,"1,467"

Aziz Ouattara Mohammed,Hammarby IF,SWE 1,bronze-nr,60,CB,200,71,24,44,54,56,71,2,3,M/M,Right,"1,382"

Emiliano Gonzalez,Estudiantes de La Plata,ARG 1,bronze-nr,60,GK,200,58,61,52,61,20,62,1,2,M/M,Right,614

Ali Al Mazaidi,Abha Club,SAU 1,bronze-nr,60,GK,350,58,62,62,61,38,59,1,3,M/M,Right,744

Berk Cetin,Kasımpaşa,TUR 1,bronze-nr,60,LB,600,63,37,47,57,58,58,2,3,M/M,Left,"1,464"

Nnamdi Collins,Borussia Dortmund,GER 1,bronze,60,CB,1.2K,85,25,39,48,59,67,2,3,M/M,Right,"1,346"

John Donald,Elche CF,ESP 1,bronze-nr,60,CDM,1.3K,57,43,54,53,60,60,2,3,M/H,Right,"1,499"

Francesco Rossi,Bergamo Calcio,ITA 1,bronze-nr,60,GK,600,62,60,62,60,22,58,1,2,M/M,Right,661

Shayon Harrison,Morecambe,ENG 4,bronze-nr,60,ST,200,74,58,45,61,21,60,3,3,H/M,Left,"1,416"

Carlos Chore,Club Deportivo Guabira,ARG 1,sudamericana,60,RB,200,62,24,51,52,58,52,2,2,M/M,Right,"1,347"

Shane Griffin,St. Patricks Athletic,IRL 1,bronze-nr,60,LB,200,63,40,56,55,56,62,3,2,H/M,Left,"1,548"

Jack Sowerby,Northampton Town,ENG 4,bronze-nr,60,CM,200,47,48,54,61,58,60,2,2,M/M,Right,"1,514"

Max Watson,Mjällby AIF,SWE 1,bronze-nr,60,CB,200,54,25,41,41,60,66,2,3,M/H,Right,"1,268"

Yuya Takagi,Yokohama FC,JPN 1,bronze-nr,60,LB,200,63,41,62,59,54,61,2,3,M/M,Left,"1,559"

Jordan Gibson,Carlisle United,ENG 4,bronze-nr,60,RM,200,78,58,53,63,36,52,3,3,H/H,Right,"1,488"

Taiyo Nishino,Tokushima Vortis,JPN 1,bronze-nr,60,ST,200,73,60,55,61,34,50,2,3,H/L,Right,"1,518"

Ma Sang Hoon,Seongnam FC,KOR 1,bronze-nr,60,CB,200,54,31,34,38,61,71,2,2,M/M,Right,"1,296"

Felix Schwarzholz,FC Augsburg,GER 1,bronze-nr,60,CDM,800,58,38,55,56,57,59,2,3,M/M,Right,"1,473"

Toluwalase Arokodare,Amiens SC,FRA 2,bronze,60,ST,200,51,61,43,52,26,71,2,3,M/M,Right,"1,338"

George Miller,Walsall,ENG 4,bronze-nr,60,ST,200,75,59,43,61,31,63,2,3,H/M,Right,"1,497"

Nicolas Silva,Huachipato,ARG 1,sudamericana,60,ST,200,60,64,41,56,24,53,2,3,M/M,Right,"1,363"

Kieran Freeman,Dundee United,SCO 1,bronze-nr,60,RB,200,68,37,48,57,56,63,2,3,M/M,Right,"1,474"

Fermin Antonini,Club Atletico Sarmiento,ARG 1,bronze-nr,60,RM,200,61,52,60,57,35,64,2,3,M/M,Right,"1,481"

Felix Seiwald,SV Ried,AUT 1,bronze-nr,60,LB,200,71,32,50,51,56,60,2,2,M/M,Left,"1,400"

Charlie Carter,Stevenage,ENG 4,bronze-nr,60,CM,200,72,58,59,62,52,60,2,3,H/M,Right,"1,614"

Marcelino Nunez,Universidad Católica,CON1,libertadores,60,CM,650,61,49,61,64,42,49,2,3,M/M,Right,"1,485"

Malthe Hojholt,Aalborg BK,DEN 1,bronze-nr,60,CDM,200,62,42,53,62,54,64,2,3,M/M,Right,"1,496"

Edson Tortolero,Deportivo Tachira FC,CON1,libertadores,60,CAM,350,67,56,58,58,33,64,3,3,M/L,Right,"1,526"

Nicolas P. Jenssen,Stabæk Fotball,NOR 1,bronze-nr,60,CB,200,61,25,41,47,61,65,2,2,M/M,Right,"1,339"

Huang Zhengyu,Guangzhou R&F,CHN 1,bronze,60,CB,300,70,37,53,62,61,61,2,3,M/M,Right,"1,528"

Johan Brattberg,BK Häcken,SWE 1,bronze,60,GK,1.9K,62,59,61,60,34,60,1,2,M/M,Right,731

Benedict Hollerbach,SV Wehen Wiesbaden,GER 3,bronze-nr,60,RM,200,71,59,50,61,24,64,2,3,H/L,Right,"1,468"

Franco Tongya,Olympique de Marseille,FRA 1,bronze-nr,60,CAM,950,70,48,64,59,37,61,2,3,M/M,Right,"1,542"

Alfie Bates,Walsall,ENG 4,bronze-nr,60,CM,200,71,54,61,62,54,63,2,4,M/M,Right,"1,679"

Brian Anunga,Nashville SC,USA 1,bronze,60,CDM,500,62,40,58,56,55,64,3,4,H/H,Right,"1,506"

Novoa,RB Leipzig,GER 1,bronze-nr,60,ST,1K,54,63,45,62,22,45,2,3,M/L,Right,"1,385"

Kimmo Hovi,FC Viktoria 1889 Berlin,GER 3,bronze-nr,60,ST,200,66,60,52,57,25,66,2,2,M/M,Right,"1,476"

Courtney Baker-Richardson,Newport County,ENG 4,bronze-nr,60,ST,200,66,58,39,53,19,57,2,3,M/M,Right,"1,289"

Raul Sandoval,Necaxa,MEX 1,bronze-nr,60,LB,400,69,49,50,59,56,55,2,3,H/H,Left,"1,538"

Guillermo Gozalvez,Colón,ARG 1,bronze-nr,60,LM,200,67,60,53,63,40,54,2,3,M/M,Left,"1,528"

Niklas Hoffmann,Würzburger Kickers,GER 3,bronze,60,CDM,200,32,30,44,47,61,72,2,3,M/M,Right,"1,312"

Eugenio Pizzuto,LOSC Lille,FRA 1,bronze-nr,60,CDM,950,63,43,54,61,56,59,3,3,M/H,Left,"1,515"

Luis Arcadio Garcia,Necaxa,MEX 1,bronze-nr,60,ST,500,75,61,55,65,35,51,2,3,M/M,Right,"1,562"

Maxime Do Couto,FC Sochaux,FRA 2,bronze-nr,60,LM,200,72,55,52,65,33,36,3,2,M/M,Right,"1,444"

Gavan Holohan,Hartlepool United,ENG 4,bronze-nr,60,CM,200,72,54,59,62,50,60,3,3,H/L,Right,"1,674"

Gustavo Iturra,Unión La Calera,CON1,libertadores,60,CM,500,64,50,57,62,53,62,2,3,M/M,Right,"1,520"

Mads Hermansen,,DEN 1,bronze-nr,60,GK,200,61,62,63,64,36,60,1,2,M/M,Right,728

Julian von Moos,Vitesse,NED 1,bronze-nr,60,RM,800,77,58,50,63,25,63,2,3,M/M,Left,"1,469"

David Loera,Orlando City SC,USA 1,bronze,60,CAM,500,78,41,54,66,26,43,3,3,H/M,Right,"1,375"

Dan Sweeney,Forest Green Rovers,ENG 4,bronze,60,CM,450,57,51,59,58,58,71,2,2,M/H,Right,"1,604"

Jose Rivaldo Lozano,Atlético de San Luis,MEX 1,bronze-nr,60,RB,400,69,37,51,59,58,50,2,2,M/H,Right,"1,472"

Josh Reid,Coventry City,ENG 2,bronze-nr,60,LWB,200,72,34,48,56,57,67,2,2,M/M,Left,"1,479"

Neill Byrne,Hartlepool United,ENG 4,bronze-nr,60,CB,200,60,26,38,46,60,70,2,2,L/M,Right,"1,315"

Adam Wilk,Cracovia Kraków,POL 1,bronze-nr,60,GK,200,59,62,55,56,42,61,1,2,M/M,Right,788

Niklas Tauer,1. FSV Mainz 05,GER 1,bronze-nr,60,CDM,800,53,45,55,58,58,58,2,3,L/M,Right,"1,482"

Stefan Blanaru,CS Mioveni,ROM 1,bronze-nr,60,ST,200,67,60,54,55,23,64,2,2,H/M,Right,"1,447"

Alan Rodriguez,Club Cerro Porteno,CON1,libertadores,60,LM,650,69,47,59,53,41,51,2,2,H/M,Left,"1,427"

