Player,Team,League,Version,OVR,POS,BIN,PAC,SHO,PAS,DRI,DEF,PHY,S/M,W/F,W/Rs,Foot,Stats 
Marko Raguz,LASK,AUT 1,bronze-nr,62,ST,300,65,59,45,57,21,62,2,3,M/M,Right,"1,367"
Maciej Ambrosiewicz,Wisła Płock,POL 1,bronze-nr,62,CM,250,58,48,58,63,61,65,2,3,M/M,Right,"1,630"
Julio Villalba,Borussia M.gladbach,GER 1,bronze,62,ST,4.8K,69,66,49,63,24,44,3,3,M/M,Right,"1,485"
Lukas Watkowiak,SV Wehen Wiesbaden,GER 2,bronze,62,GK,250,59,59,57,66,21,63,1,3,M/M,Right,578
Steven Sessegnon,Fulham,ENG 2,bronze-nr,62,RB,750,71,33,51,59,59,56,2,3,M/M,Right,"1,442"
Luca Matarese,Frosinone,ITA 2,bronze-nr,62,LW,300,68,56,55,68,25,39,3,3,M/M,Right,"1,422"
Orrin McKinze Gaines,SG Sonnenhof Großaspach,GER 3,bronze,62,RM,250,85,53,53,63,26,56,3,3,H/M,Right,"1,434"
Pablo Lopez,Pachuca,MEX 1,bronze-nr,62,CM,600,71,51,62,65,43,45,2,3,H/M,Left,"1,548"
Elias Abouchabaka,SpVgg Greuther Fürth,GER 2,bronze,62,CAM,1.3K,63,60,59,64,31,53,3,3,M/M,Left,"1,508"
Maximiliano Perg,Puebla,MEX 1,bronze-nr,62,CB,5.5K,47,30,31,39,62,69,2,2,M/L,Right,"1,268"
Carlos Cisternas,Curicó Unido,CHL 1,bronze-nr,62,CM,200,56,50,63,57,52,59,2,3,M/M,Right,"1,539"
Victor Mendez,Unión Española,CHL 1,bronze-nr,62,CDM,200,47,46,58,54,61,61,2,3,M/H,Right,"1,505"
Matteo Gabbia,Milan,ITA 1,bronze,62,CB,2.4K,56,33,36,48,67,56,2,3,L/H,Right,"1,326"
Tobias Borkeeiet,Brøndby IF,DEN 1,bronze-nr,62,CM,200,63,47,57,62,59,67,2,3,M/M,Right,"1,598"
Ivan Francesco De Santis,Virtus Entella,ITA 2,bronze-nr,62,CB,6K,45,40,37,45,61,68,2,2,M/M,Right,"1,357"
Niccolo Zanellato,Crotone,ITA 2,bronze,62,CM,2K,60,47,63,67,53,50,3,3,M/M,Right,"1,603"
Ruben Lopez,Cracovia Kraków,POL 1,bronze-nr,62,ST,200,55,62,47,57,32,66,2,2,M/M,Right,"1,445"
Alessandro Semprini,Brescia,ITA 1,bronze-nr,62,RB,9K,73,44,56,59,61,57,2,3,M/M,Right,"1,590"
Luke Woolfenden,Ipswich Town,ENG 3,bronze-nr,62,CB,1.5K,63,27,49,42,61,67,2,2,M/M,Right,"1,370"
Ben Williams,Barnsley,ENG 2,bronze-nr,62,LB,10K,72,42,55,61,59,63,2,3,M/M,Left,"1,571"
Lewis Spence,Ross County,SCO 1,bronze-nr,62,CM,900,66,46,58,63,54,57,2,3,M/H,Right,"1,557"
Luca Ranieri,Fiorentina,ITA 1,bronze,62,CB,10K,58,34,40,60,65,52,2,3,M/M,Left,"1,437"
Manuel Roffo,Buenos Aires,ARG 1,bronze-nr,62,GK,6K,61,63,61,64,23,60,1,4,M/M,Right,657
Mert Hakan Yandas,Sivasspor,TUR 1,bronze-nr,62,CAM,9.5K,60,53,60,66,42,57,3,3,M/M,Right,"1,553"
Trevor Doornbusch,sc Heerenveen,NED 1,bronze-nr,62,GK,10K,63,62,59,64,39,62,1,2,M/M,Right,659
Ronald Hernandez,Stabæk Fotball,NOR 1,bronze,62,RB,1.5K,83,33,48,59,58,62,2,3,M/M,Right,"1,517"
Liam Millar,Kilmarnock,SCO 1,bronze-nr,62,ST,10K,75,59,51,65,22,54,3,3,H/M,Right,"1,446"
Owusu Kwabena,CD Leganés,ESP 1,bronze-nr,62,LM,,72,53,53,64,26,57,2,3,M/M,Right,"1,378"
Danny Mandroiu,Bohemians,IRL 1,bronze,62,CAM,4.8K,65,59,61,61,51,64,2,3,M/M,Right,"1,678"
Timothy Eyoma,Tottenham Hotspur,ENG 1,bronze,62,CB,,67,35,53,54,62,66,2,3,M/H,Right,"1,485"
Ahmet Canbaz,Trabzonspor,TUR 1,bronze,62,CAM,450,71,62,59,65,23,56,3,4,M/M,Right,"1,523"
Jean-Manuel Mbom,KFC Uerdingen 05,GER 3,bronze,62,CM,550,64,59,57,65,46,62,3,3,M/M,Right,"1,585"
Jannis Kubler,FC Carl Zeiss Jena,GER 3,bronze-nr,62,CM,200,59,47,62,62,61,57,3,5,M/M,Left,"1,628"
Abdulelah Al Amri,Al Nassr,SAU 1,bronze-nr,62,CB,200,56,26,43,40,62,61,2,3,M/M,Right,"1,302"
Makoto Okazaki,F.C. Tokyo,JPN 1,bronze,62,CB,2.5K,73,24,41,44,62,64,2,3,M/M,Right,"1,328"
Zhang Xiuwei,Guangzhou Evergrande Taobao,CHN 1,bronze,62,CDM,400,76,54,58,62,58,60,2,3,M/H,Right,"1,640"
Dennis Smarsch,Hertha BSC,GER 1,bronze,62,GK,3K,66,63,66,63,31,64,1,4,M/M,Right,604
Pyry Soiri,Esbjerg fB,DEN 1,bronze-nr,62,RW,250,74,62,56,61,41,55,2,3,H/M,Right,"1,533"
Callejon,UD Almería,ESP 2,bronze-nr,62,CM,200,59,53,62,60,59,54,2,3,M/M,Left,"1,577"
Azzeddine Toufiqui,Paris Saint-Germain,FRA 1,bronze-nr,62,CM,,64,52,62,62,55,54,2,3,M/M,Left,"1,598"
Nicolas Diaz,Palestino,CHL 1,bronze-nr,62,CB,10K,66,25,48,59,60,68,2,2,M/M,Left,"1,444"
Sultan Farhan,Al Raed,SAU 1,bronze,62,CDM,700,65,42,43,50,59,78,2,2,M/M,Right,"1,408"
Patric Pfeiffer,SV Darmstadt 98,GER 2,bronze,62,CB,1.5K,59,30,40,49,60,66,2,5,M/M,Right,"1,293"
Viktor Gyokeres,FC St. Pauli,GER 2,bronze-nr,62,ST,10K,64,60,51,63,22,60,3,3,M/M,Right,"1,427"
Erik Figueroa,Union La Calera,CHL 1,bronze,62,CB,5.5K,61,56,61,60,60,64,2,3,M/M,Left,"1,674"
Turki Al Ammar,Al Shabab,SAU 1,bronze-nr,62,CM,400,68,50,61,64,47,61,3,3,H/M,Right,"1,542"
Anthony McDonald,Heart of Midlothian,SCO 1,bronze-nr,62,RM,,75,46,59,66,21,43,3,3,H/M,Left,"1,397"
Nicolae Carnat,Sepsi OSK,ROM 1,bronze-nr,62,RM,200,75,53,55,63,36,60,3,4,H/M,Right,"1,504"
Juan Ignacio Mendez,Talleres de Córdoba,ARG 1,bronze-nr,62,RW,850,75,51,59,67,46,55,3,3,M/M,Right,"1,595"
Nasser Al Dawsari,Al Hilal,SAU 1,bronze-nr,62,CM,400,69,48,60,62,59,59,2,3,M/M,Left,"1,597"
Jose Hernandez,Atlanta United FC,USA 1,bronze,62,LB,5K,72,41,55,59,57,65,2,2,M/H,Left,"1,583"
Lars Dietz,Viktoria Köln,GER 3,bronze-nr,62,CDM,550,52,37,53,57,62,65,2,3,M/M,Right,"1,442"
Siphosakhe Ntiya-Ntiya,Kaizer Chiefs,ZAF 1,bronze-nr,62,LB,200,73,29,51,62,60,53,2,3,M/M,Left,"1,453"
Borja Llarena,CD Tenerife,ESP 2,bronze,62,ST,500,85,60,51,63,38,50,3,3,M/M,Right,"1,593"
Florian Mayer,Borussia M.gladbach,GER 1,bronze-nr,62,CB,8K,52,34,38,41,63,65,2,3,M/M,Right,"1,306"
Abdulrahman Ghareeb,Al Ahli,SAU 1,bronze,62,LM,500,83,59,52,66,18,53,3,3,M/M,Right,"1,457"
Sebastian Cordova,América,MEX 1,bronze-nr,62,LM,10K,72,59,54,66,30,44,2,4,M/M,Left,"1,464"
David Otto,1. FC Heidenheim,GER 2,bronze-nr,62,ST,10K,65,62,47,55,23,59,3,3,M/M,Right,"1,393"
Fausto Vera,Argentinos Juniors,ARG 1,bronze-nr,62,CM,500,64,54,62,65,52,57,2,3,M/M,Right,"1,614"
Eric Calvillo,San Jose Earthquakes,USA 1,bronze,62,CM,450,63,56,60,63,58,56,2,4,M/M,Right,"1,658"
Kai Brunker,SG Sonnenhof Großaspach,GER 3,bronze,62,ST,2.5K,78,60,42,50,22,77,2,3,H/H,Right,"1,436"
Edward Opoku,Columbus Crew SC,USA 1,bronze-nr,62,RM,2.4K,81,57,54,63,33,50,3,3,H/M,Right,"1,512"
Jaylin Lindsey,Sporting KC,USA 1,bronze-nr,62,LB,200,78,43,57,61,57,63,2,3,H/M,Right,"1,588"
Aidan Barlow,Tromsø IL,NOR 1,bronze,62,CM,750,70,60,63,63,41,56,3,3,M/M,Right,"1,632"
Abo Eisa,Scunthorpe United,ENG 4,bronze,62,LM,200,88,57,52,66,28,59,3,3,H/M,Right,"1,548"
Carlos Lopez,Millonarios,COL 1,bronze-nr,62,ST,2.5K,73,60,44,61,30,59,3,3,M/M,Right,"1,445"
Artem Dovbyk,SønderjyskE,DEN 1,bronze-nr,62,ST,3K,71,60,44,61,26,70,2,3,M/L,Left,"1,445"
Jeison Medina,América de Cali,COL 1,bronze-nr,62,RM,10K,74,59,58,62,34,56,2,3,H/L,Right,"1,527"
Alexandru Benga,Chindia Târgoviște,ROM 1,bronze-nr,62,CB,3.9K,61,28,39,39,59,70,2,2,M/M,Right,"1,292"
Foster Langsdorf,Portland Timbers,USA 1,bronze-nr,62,ST,5K,58,61,46,62,26,55,2,3,M/M,Right,"1,401"
Alex Roldan,Seattle Sounders,USA 1,bronze-nr,62,LM,10K,65,55,59,63,53,61,3,2,H/M,Right,"1,578"
Moataz Zemzemi,RC Strasbourg,FRA 1,bronze,62,LM,4.5K,75,48,57,69,35,47,3,2,M/L,Left,"1,487"
Kristian Thorstvedt,Viking FK,NOR 1,bronze,62,CM,1.2K,45,64,59,63,48,72,2,4,M/M,Left,"1,660"
Wyatt Omsberg,Minnesota United FC,USA 1,bronze-nr,62,CB,6K,50,24,40,34,61,67,2,2,L/H,Right,"1,238"
Kazuma Yamaguchi,Kashima Antlers,JPN 1,bronze-nr,62,ST,1.1K,75,62,54,58,31,56,2,3,M/L,Right,"1,554"
San Roman,Elche CF,ESP 2,bronze-nr,62,GK,7K,62,63,63,61,24,59,1,3,M/M,Right,605
Ken Krolicki,Montreal Impact,USA 1,bronze-nr,62,CM,5.5K,65,37,59,67,57,62,2,2,M/H,Right,"1,562"
Lee Min Soo,Gangwon FC,KOR 1,bronze-nr,62,CM,4.5K,64,49,59,61,52,69,2,3,M/M,Right,"1,575"
Zhang Yu,Beijing Sinobo Guoan,CHN 1,bronze-nr,62,CB,8K,65,27,42,55,61,68,2,3,M/M,Left,"1,417"
Yukinari Sugawara,AZ,NED 1,bronze-nr,62,RB,250,67,36,50,61,58,65,2,3,M/M,Right,"1,518"
Park Hyeong Jin,Suwon Bluewings,KOR 1,bronze-nr,62,LM,6K,77,58,57,61,59,65,2,3,H/M,Left,"1,652"
Fraser Hornby,Kortrijk,BEL 1,bronze-nr,62,ST,10K,54,61,48,61,23,62,2,2,M/M,Right,"1,414"
Nnamdi Ofoborh,Bournemouth,ENG 1,bronze-nr,62,CM,,64,50,56,63,59,66,2,3,M/H,Right,"1,644"
Diego Campos,Chicago Fire,USA 1,bronze-nr,62,RB,4.3K,69,57,59,63,58,64,2,3,H/M,Right,"1,709"
Yuta Goke,Vissel Kobe,JPN 1,bronze-nr,62,CM,200,67,53,61,64,47,66,3,3,M/M,Right,"1,597"
Alessandro Buongiorno,Torino,ITA 1,bronze,62,LB,10K,61,43,52,55,62,66,2,3,M/M,Left,"1,541"
Felix Horberg,Östersunds FK,SWE 1,bronze,62,RM,300,83,40,53,61,46,60,2,2,M/M,Right,"1,515"
Tom Barlow,New York Red Bulls,USA 1,bronze-nr,62,ST,900,74,58,49,58,43,67,2,4,H/M,Right,"1,547"
Jakub Bursztyn,Pogoń Szczecin,POL 1,bronze-nr,62,GK,400,64,60,58,63,27,61,1,2,M/M,Right,622
Sam Barratt,Southend United,ENG 3,bronze-nr,62,LM,600,72,52,57,61,29,60,2,3,H/M,Left,"1,467"
Anthony Racioppi,Olympique Lyonnais,FRA 1,bronze,62,GK,750,63,59,59,66,30,60,1,2,M/M,Right,595
Mahdi Camara,AS Saint-Étienne,FRA 1,bronze,62,CM,10K,64,53,63,66,46,58,3,3,H/M,Right,"1,587"
Florian Rieder,WSG Tirol,AUT 1,bronze-nr,62,CM,1.8K,74,46,56,66,54,64,2,3,H/H,Right,"1,612"
Callum McCowatt,Wellington Phoenix,AUS 1,bronze-nr,62,ST,200,70,61,52,63,27,64,3,3,M/M,Right,"1,500"
Williams Alarcon,CD Vinazur,CHL 1,bronze-nr,62,CM,6.7K,64,56,60,64,53,65,2,3,M/H,Right,"1,618"
Matthew Longstaff,Newcastle United,ENG 1,bronze-nr,62,CM,4K,66,50,64,62,49,53,2,3,H/M,Right,"1,599"
Tariq Hinds,Tottenham Hotspur,ENG 1,bronze,62,RB,,78,35,47,56,60,60,2,4,M/M,Right,"1,459"
Reo Griffiths,Olympique Lyonnais,FRA 1,bronze-nr,62,ST,3.5K,69,62,45,54,25,62,3,3,H/M,Right,"1,412"
Abel Mabaso,Orlando Pirates,ZAF 1,bronze-nr,62,CDM,200,69,42,61,55,61,61,2,5,M/H,Right,"1,588"
Urho Nissila,Zulte Waregem,BEL 1,bronze-nr,62,CAM,,67,55,58,63,38,46,2,4,H/M,Right,"1,500"
Virgile Pinson,Stade de Reims,FRA 1,bronze-nr,62,ST,1.4K,63,64,47,61,21,43,3,4,M/M,Right,"1,379"
Jakub Labojko,Śląsk Wrocław,POL 1,bronze-nr,62,CDM,200,68,38,52,57,61,64,2,3,L/M,Right,"1,545"
David Philipp,Werder Bremen,GER 1,bronze-nr,62,CAM,600,65,58,57,63,39,53,3,4,M/L,Right,"1,521"
Jordi Sanchez,Valencia CF,ESP 1,bronze-nr,62,ST,10K,61,62,43,55,26,58,2,3,M/M,Right,"1,332"
David Kopacz,Górnik Zabrze,POL 1,bronze-nr,62,CAM,250,65,57,63,63,40,50,3,3,M/M,Right,"1,566"
Tarsis Bonga,Chemnitzer FC,GER 3,bronze,62,ST,1.6K,77,54,45,65,32,73,2,3,M/M,Right,"1,453"
Jonas Hildebrandt,Hansa Rostock,GER 3,bronze-nr,62,CDM,3K,70,51,56,62,59,67,2,3,M/M,Right,"1,647"
Maximilian Kraus,SpVgg Unterhaching,GER 3,bronze-nr,62,RM,600,79,52,53,67,28,53,3,3,M/M,Right,"1,464"
Harouna Abou Demba,Grenoble Foot 38,FRA 2,bronze-nr,62,RB,900,77,35,53,60,57,69,2,2,H/M,Right,"1,580"
Alexander Rossipal,Preußen Münster,GER 3,bronze-nr,62,LB,1K,74,38,51,58,59,64,2,3,H/M,Left,"1,521"
Francis Dady Ngoy,Rodez Aveyron Football,FRA 2,bronze,62,RB,350,79,51,58,62,58,61,2,3,M/M,Right,"1,688"
Thomas Isherwood,Östersunds FK,SWE 1,bronze,62,CB,200,64,33,44,42,57,81,2,3,M/H,Left,"1,353"
Jari De Busser,AA Gent,BEL 1,bronze,62,GK,1.3K,67,60,55,64,24,64,1,4,M/M,Right,556
Luca Pfeiffer,Würzburger Kickers,GER 3,bronze,62,ST,350,53,59,43,54,30,75,2,3,M/M,Right,"1,381"
Aaron Opoku,Hansa Rostock,GER 3,bronze-nr,62,LM,550,72,50,58,66,44,57,3,3,M/M,Right,"1,525"
Dinko Horkas,Dinamo Zagreb,CRO 1,bronze-nr,62,GK,1.5K,64,59,61,64,48,59,1,2,M/M,Right,747
Emil Riis,Randers FC,DEN 1,bronze-nr,62,ST,200,67,60,42,58,20,62,2,3,M/M,Right,"1,348"
Johan Vasquez,Monterrey,MEX 1,bronze-nr,62,CB,6.9K,55,31,53,51,62,62,2,2,L/H,Left,"1,427"
Pol Lozano,RCD Espanyol,ESP 1,bronze-nr,62,CM,1.2K,60,45,61,64,52,52,2,3,M/L,Right,"1,534"
Florian Faist,TSV Hartberg,AUT 1,bronze-nr,62,GK,200,63,60,53,60,26,63,1,2,M/M,Left,643
Mathieu Goncalves,Toulouse FC,FRA 1,bronze-nr,62,LB,10K,56,44,55,55,62,67,2,2,M/M,Left,"1,551"
Thomas Rotter,TSV Hartberg,AUT 1,bronze-nr,62,CB,200,50,37,37,39,62,68,2,2,L/M,Right,"1,321"
Amir Adouyev,Montpellier HSC,FRA 1,bronze,62,CAM,950,74,54,59,70,47,54,3,4,M/M,Right,"1,584"
Hidajet Hankic,FC Botoșani,ROM 1,bronze-nr,62,GK,200,62,60,60,64,31,60,1,3,M/M,Right,629
Yohei Takaoka,Sagan Tosu,JPN 1,bronze-nr,62,GK,200,63,61,56,65,23,56,1,2,M/M,Right,637
Michael Lopez,Atlético Huila,COL 1,bronze-nr,62,LM,200,61,52,61,60,57,60,3,3,M/M,Left,"1,562"
Amadou Dia Ndiaye,FC Metz,FRA 1,bronze-nr,62,ST,4.4K,74,61,40,61,20,52,3,2,H/L,Right,"1,342"
Nguyen Cong Phuong,Sint-Truiden,BEL 1,bronze-nr,62,ST,1.6K,72,58,49,64,19,55,2,3,M/M,Right,"1,457"
Mariusz Malec,Pogoń Szczecin,POL 1,bronze-nr,62,CB,200,42,31,38,38,61,68,2,2,M/H,Left,"1,264"
Kevin Moreno,Deportivo Cali,COL 1,bronze-nr,62,CB,850,61,32,37,37,61,73,2,2,L/M,Right,"1,303"
Kevin Velasco,Deportivo Cali,COL 1,bronze-nr,62,LM,500,75,44,55,66,29,50,3,2,M/M,Left,"1,455"
Stefan Golles,Wolfsberger AC,AUT 1,bronze-nr,62,RB,10K,72,28,44,57,61,71,2,3,M/M,Right,"1,419"
Jonas David,Hamburger SV,GER 2,bronze,62,CDM,600,63,32,52,58,61,68,2,3,M/H,Right,"1,443"
Nair Tiknizyan,CSKA Moskva,RUS 1,bronze-nr,62,LM,6K,73,53,56,61,48,55,2,3,H/M,Left,"1,537"
Takanori Sugeno,Hokkaido Consadole Sapporo,JPN 1,bronze-nr,62,GK,200,63,59,55,61,34,62,1,2,M/M,Right,699
Johan Branger-Engone,Oldham Athletic,ENG 4,bronze,62,RM,1.3K,65,56,57,65,34,51,4,2,H/M,Left,"1,462"
Valentin Vanbaleghem,La Berrichonne,FRA 2,bronze,62,CM,3.2K,63,43,60,62,63,73,2,2,M/M,Right,"1,623"
Julian Lopez,Racing Club de Avellaneda,ARG 1,bronze-nr,62,CM,2.5K,68,50,60,66,55,56,3,3,M/M,Right,"1,622"
Finn Ole Becker,FC St. Pauli,GER 2,bronze,62,CM,200,72,46,62,70,44,50,3,3,M/M,Left,"1,545"
Robin Polley,ADO Den Haag,NED 1,bronze-nr,62,RB,1.6K,66,37,48,61,63,62,2,3,M/M,Right,"1,480"
Bruce Anderson,Aberdeen,SCO 1,bronze-nr,62,ST,500,73,62,45,62,18,45,2,3,H/M,Right,"1,377"
Roberts Uldrikis,FC Sion,CHE 1,bronze,62,ST,350,45,61,50,54,33,77,2,3,H/M,Right,"1,421"
Leandro Barreiro Martins,1. FSV Mainz 05,GER 1,bronze,62,CM,1K,73,51,58,72,54,48,3,3,M/M,Right,"1,653"
Lukas Gottwalt,1. FC Kaiserslautern,GER 3,bronze-nr,62,CB,200,60,34,39,41,59,71,2,3,M/M,Right,"1,310"
Shintaro Nago,Kashima Antlers,JPN 1,bronze,62,CM,200,78,43,61,69,51,53,2,3,M/M,Right,"1,627"
Ersin Destanoglu,Besiktas,TUR 1,bronze,62,GK,2K,63,65,58,72,24,62,1,1,M/M,Right,539
Masood Bakhit,Al Hazem,SAU 1,bronze-nr,62,RB,3.2K,73,36,50,56,59,68,2,3,M/M,Right,"1,519"
Hugo Silveira,Patronato,ARG 1,bronze,62,ST,2.2K,43,63,43,52,23,64,3,2,M/M,Right,"1,321"
Vinicius,Bologna,ITA 1,bronze-nr,62,GK,,68,58,54,72,58,54,1,2,M/M,Right,807
Benjamin Kallman,Viking FK,NOR 1,bronze-nr,62,ST,6K,79,57,47,61,20,62,2,3,H/M,Right,"1,435"
Abdelkabir Abqar,Málaga CF,ESP 2,bronze-nr,62,CB,10K,51,30,42,46,62,64,2,3,L/M,Right,"1,322"
Dani Sandoval,Levante UD,ESP 1,bronze-nr,62,LM,800,78,58,56,64,19,49,3,3,M/L,Left,"1,464"
Yeison Tolosa,Deportivo Cali,COL 1,bronze-nr,62,CAM,10K,71,47,60,65,29,50,3,3,M/M,Right,"1,459"
Onni Valakari,Tromsø IL,NOR 1,bronze-nr,62,CM,8.9K,58,54,62,57,44,63,2,2,M/M,Left,"1,510"
Yuta Koike,Kashima Antlers,JPN 1,bronze,62,LB,2K,76,57,63,69,58,45,2,3,H/L,Left,"1,744"
Ruben Enri,UD Almería,ESP 2,bronze-nr,62,ST,500,58,64,50,57,23,57,2,3,M/L,Right,"1,415"
Otano,CD Tenerife,ESP 2,bronze-nr,62,GK,200,63,61,59,64,29,60,1,3,M/M,Right,629
Kamil Zapolnik,Górnik Zabrze,POL 1,bronze-nr,62,RM,10K,67,61,55,64,29,67,2,4,M/M,Right,"1,552"
Mathias Ross,Aalborg BK,DEN 1,bronze-nr,62,CB,200,65,26,48,51,60,68,2,3,M/H,Right,"1,379"
Luca Connell,Celtic,SCO 1,bronze,62,CM,1.5K,64,49,66,65,43,54,3,3,M/M,Left,"1,550"
Alberto Espeso,Real Sporting de Gijón,ESP 2,bronze-nr,62,LB,5K,74,33,53,63,57,43,2,3,M/M,Left,"1,482"
Billy Gilmour,Chelsea,ENG 1,bronze,62,CM,400,59,50,65,65,45,42,3,3,M/M,Right,"1,559"
Marcos Lopez,San Jose Earthquakes,USA 1,bronze-nr,62,LB,200,72,43,58,61,59,59,2,3,H/L,Left,"1,625"
Jorge Mier,Real Oviedo,ESP 2,bronze-nr,62,RB,200,72,36,52,62,59,50,2,3,M/M,Right,"1,510"
Kaine Sheppard,Newcastle Jets,AUS 1,bronze-nr,62,ST,7.7K,65,61,45,55,25,65,2,3,H/M,Left,"1,397"
Christopher Mamengi,FC Utrecht,NED 1,bronze,62,CB,10K,74,35,45,53,59,67,2,3,M/M,Left,"1,490"
Sergio Gonzalez,Cádiz CF,ESP 2,bronze-nr,62,CB,700,58,28,40,40,63,59,2,3,M/M,Right,"1,321"
Brian Mwila,SCR Altach,AUT 1,bronze-nr,62,ST,500,70,61,47,58,21,62,2,3,M/M,Right,"1,424"
Diego Hernandez,Atletico de San Luis,MEX 1,bronze-nr,62,LW,9.4K,69,62,55,66,30,50,3,3,M/M,Left,"1,466"
Gregor Zabret,Oldham Athletic,ENG 4,bronze,62,GK,10K,68,57,55,66,46,58,1,3,M/M,Right,710
Matthias Phaeton,En Avant Guingamp,FRA 2,bronze-nr,62,ST,9.9K,74,61,48,62,22,69,3,3,M/M,Right,"1,494"
Roman Tugarev,Lokomotiv Moskva,RUS 1,bronze-nr,62,LM,200,75,54,61,57,50,47,2,3,M/L,Right,"1,595"
Oscar Gil,Elche CF,ESP 2,bronze-nr,62,RB,200,73,34,52,59,59,60,3,3,M/M,Right,"1,517"
Himad Abdelli,Havre AC,FRA 2,bronze-nr,62,CAM,350,65,53,57,63,48,63,3,3,M/M,Left,"1,540"
Yuki Soma,Kashima Antlers,JPN 1,bronze-nr,62,RM,950,74,54,57,67,24,49,3,3,H/L,Right,"1,506"
Ibuki Fujita,Matsumoto Yamaga,JPN 1,bronze-nr,62,CM,200,60,52,55,63,57,66,2,3,M/M,Right,"1,589"
Charlie Weberg,Helsingborgs IF,SWE 1,bronze-nr,62,CB,9.7K,63,29,48,52,60,67,2,2,M/M,Left,"1,406"
Karl Soderstrom,Falkenbergs FF,SWE 1,bronze-nr,62,RM,200,66,50,56,64,32,62,2,3,M/M,Right,"1,457"
Naoya Fukumori,Shimizu S-Pulse,JPN 1,bronze-nr,62,CB,200,66,39,47,47,60,69,2,2,M/M,Left,"1,449"
Denis Ciobotariu,Dinamo București,ROM 1,bronze-nr,62,CB,10K,68,23,32,36,61,74,2,2,M/H,Right,"1,314"
Federico Valietti,Virtus Entella,ITA 2,bronze-nr,62,RB,10K,70,35,48,59,61,64,2,3,M/M,Right,"1,521"
Jean-Christophe Koffi,New York Red Bulls,USA 1,bronze,62,CAM,10K,72,62,54,65,51,65,3,3,H/H,Right,"1,614"
Elvis Kamsoba,Melbourne Victory,AUS 1,bronze,62,LW,200,92,57,46,65,22,38,3,4,H/L,Right,"1,390"
Ryosuke Kojima,Oita Trinita,JPN 1,bronze,62,GK,7K,59,66,60,63,28,64,1,2,M/M,Left,638
Ki-Jana Hoever,Liverpool,ENG 1,bronze,62,RB,5.6K,72,36,57,64,61,62,2,3,M/M,Right,"1,586"
Yuto Iwasaki,Hokkaido Consadole Sapporo,JPN 1,bronze,62,LW,8.5K,88,48,55,64,32,53,3,2,M/L,Right,"1,504"
Abdoul-Kader Bamba,FC Nantes,FRA 1,bronze,62,CAM,800,62,57,66,63,46,46,4,3,M/M,Right,"1,576"
Tsuyoshi Watanabe,F.C. Tokyo,JPN 1,bronze-nr,62,CB,300,60,29,45,42,59,69,2,3,M/H,Right,"1,358"
Renzo Lopez,O'Higgins,CHL 1,bronze,62,ST,3.5K,51,59,49,59,25,73,2,2,M/L,Right,"1,381"
Mark Sykes,Oxford United,ENG 3,bronze-nr,62,CM,10K,66,53,59,64,58,58,3,2,M/M,Right,"1,590"
Boubacar Fofana,Olympique Lyonnais,FRA 1,bronze,62,LM,7K,77,58,53,69,29,50,3,4,H/M,Right,"1,515"
Felix Nmecha,Manchester City,ENG 1,bronze,62,CAM,1.4K,75,54,61,62,45,55,4,3,H/M,Right,"1,595"
Ousmane Camara,Vålerenga,NOR 1,bronze,62,RM,400,84,55,54,63,26,56,3,4,M/M,Right,"1,478"
Soren Dieckmann,SV Sandhausen,GER 2,bronze-nr,62,LB,250,69,40,49,52,61,70,2,3,M/M,Right,"1,471"
Fabrizio Ramirez,O'Higgins,CHL 1,bronze-nr,62,CM,800,65,55,59,63,52,65,2,3,M/L,Right,"1,571"
Forrest Lasso,FC Cincinnati,USA 1,bronze,62,CB,550,53,34,38,45,60,69,2,2,L/H,Left,"1,313"
Aboubacar Keita,Columbus Crew SC,USA 1,bronze-nr,62,CB,1.5K,69,27,47,46,59,70,2,3,M/M,Left,"1,382"
Anderson,SCR Altach,AUT 1,bronze-nr,62,RB,350,77,45,49,58,57,56,3,3,M/M,Right,"1,486"
Saeed Juma,Al Ain FC,UAE 1,bronze,62,CB,750,75,28,46,43,58,69,2,3,M/M,Right,"1,417"
Mohammed Bu Sanda,Al Ain FC,UAE 1,bronze-nr,62,GK,200,61,62,55,63,36,59,1,3,M/M,Right,671
Omir Fernandez,New York Red Bulls,USA 1,bronze-nr,62,CAM,400,74,51,57,66,44,58,3,3,H/M,Right,"1,561"
Matias Donato,Lanús,ARG 1,bronze-nr,62,ST,10K,53,63,45,55,30,67,2,3,M/M,Right,"1,435"
Josh Benson,Burnley,ENG 1,bronze-nr,62,CM,4.5K,68,54,61,62,54,64,2,3,M/M,Right,"1,666"
Julian Guevara,Deportivo Pasto,COL 1,bronze,62,CDM,3K,65,50,55,61,57,74,2,3,M/M,Left,"1,545"
Zoumana Kone,Chamois Niortais FC,FRA 2,bronze-nr,62,ST,10K,72,61,44,60,21,60,2,3,M/M,Right,"1,447"
Tomas Ostrak,TSV Hartberg,AUT 1,bronze-nr,62,CAM,4K,64,56,62,63,53,57,3,3,M/M,Right,"1,599"
Jake Larsson,Örebro SK,SWE 1,bronze-nr,62,RM,250,75,55,52,64,38,65,3,3,M/M,Right,"1,521"
Mateusz Bogusz,Leeds United,ENG 2,bronze,62,CAM,1.3K,74,61,56,65,35,58,2,3,M/M,Right,"1,547"
Siad Haji,San Jose Earthquakes,USA 1,bronze-nr,62,CAM,200,72,49,55,66,35,47,3,3,M/M,Right,"1,454"
